ID,x_cen,y_cen,Cluster
4553,1631,376,1
4554,583,371,5
4555,1011,366,0
4556,779,367,2
4557,1851,467,6
4558,1286,384,9
4559,1631,376,1
4560,584,371,5
4561,1011,365,0
4562,780,367,2
4563,1852,466,6
4564,1285,384,9
4565,1631,376,1
4566,583,371,5
4567,1011,365,0
4568,778,367,2
4569,1286,384,9
4570,1850,467,6
4571,583,370,5
4572,1010,364,0
4573,1631,375,1
4574,778,365,2
4575,1286,384,9
4576,1851,467,6
4577,1631,376,1
4578,1011,365,0
4579,583,370,5
4580,778,366,2
4581,1851,466,6
4582,1286,384,9
4583,1632,376,1
4584,1011,366,0
4585,584,371,5
4586,779,367,2
4587,1851,468,6
4588,1286,384,9
4589,583,371,5
4590,1632,376,1
4591,1011,366,0
4592,779,367,2
4593,1852,469,6
4594,1286,385,9
4595,584,371,5
4596,1631,376,1
4597,1011,365,0
4598,779,367,2
4599,1851,466,6
4600,1286,384,9
4601,1631,375,1
4602,583,371,5
4603,1011,365,0
4604,778,366,2
4605,1850,466,6
4606,1286,384,9
4607,584,372,5
4608,1632,376,1
4609,1011,366,0
4610,780,367,2
4611,1851,467,6
4612,1286,385,9
4613,1631,376,1
4614,583,371,5
4615,1011,364,0
4616,779,367,2
4617,1851,467,6
4618,1286,384,9
4619,1011,365,0
4620,779,366,2
4621,583,370,5
4622,1631,375,1
4623,1850,467,6
4624,1285,384,9
4625,1631,375,1
4626,1011,365,0
4627,583,370,5
4628,778,367,2
4629,1851,467,6
4630,1286,384,9
4631,584,371,5
4632,1631,376,1
4633,1011,365,0
4634,779,367,2
4635,1851,468,6
4636,1287,384,9
4637,1631,375,1
4638,583,370,5
4639,1011,365,0
4640,778,367,2
4641,1285,384,9
4642,1851,468,6
4643,1631,375,1
4644,583,371,5
4645,1011,365,0
4646,778,367,2
4647,1850,467,6
4648,1286,384,9
4649,1631,375,1
4650,1011,364,0
4651,582,370,5
4652,778,366,2
4653,1851,467,6
4654,1285,384,9
4655,1630,376,1
4656,1011,365,0
4657,583,370,5
4658,778,367,2
4659,1852,466,6
4660,1286,384,9
4661,1011,365,0
4662,583,370,5
4663,1631,375,1
4664,779,366,2
4665,1852,467,6
4666,1286,384,9
4667,1011,365,0
4668,583,370,5
4669,1631,376,1
4670,778,367,2
4671,1287,384,9
4672,1851,466,6
4673,1011,364,0
4674,1631,375,1
4675,582,371,5
4676,779,367,2
4677,1852,465,6
4678,1287,384,9
4679,1011,364,0
4680,1631,375,1
4681,583,370,5
4682,778,366,2
4683,1851,466,6
4684,1286,384,9
4685,1011,364,0
4686,1631,375,1
4687,583,370,5
4688,778,367,2
4689,1850,468,6
4690,1287,384,9
4691,1011,365,0
4692,1631,375,1
4693,583,370,5
4694,778,366,2
4695,1850,465,6
4696,1286,383,9
4697,1011,365,0
4698,583,370,5
4699,778,366,2
4700,1631,375,1
4701,1287,384,9
4702,1852,468,6
4703,1011,364,0
4704,583,370,5
4705,1631,375,1
4706,778,366,2
4707,1286,384,9
4708,1851,465,6
4709,584,371,5
4710,1630,376,1
4711,1011,365,0
4712,778,367,2
4713,1851,466,6
4714,1286,384,9
4715,1011,364,0
4716,1631,375,1
4717,583,371,5
4718,778,366,2
4719,1851,467,6
4720,1286,384,9
4721,582,370,5
4722,1010,364,0
4723,1631,375,1
4724,778,367,2
4725,1851,467,6
4726,1286,384,9
4727,1011,364,0
4728,582,370,5
4729,778,366,2
4730,1631,375,1
4731,1851,466,6
4732,1286,384,9
4733,1010,364,0
4734,582,370,5
4735,1630,375,1
4736,778,366,2
4737,1851,466,6
4738,1286,383,9
4739,1010,364,0
4740,583,370,5
4741,778,365,2
4742,1630,375,1
4743,1851,466,6
4744,1285,383,9
4745,583,370,5
4746,1631,375,1
4747,1011,364,0
4748,778,366,2
4749,1286,383,9
4750,1852,467,6
4751,584,370,5
4752,1011,365,0
4753,1631,375,1
4754,778,366,2
4755,1851,467,6
4756,1285,384,9
4757,1631,375,1
4758,1011,364,0
4759,583,370,5
4760,778,366,2
4761,1852,466,6
4762,1286,384,9
4763,583,370,5
4764,1630,376,1
4765,1011,365,0
4766,779,367,2
4767,1851,465,6
4768,1286,384,9
4769,584,371,5
4770,1631,376,1
4771,1011,365,0
4772,779,367,2
4773,1851,465,6
4774,1286,384,9
4775,584,370,5
4776,1631,375,1
4777,1011,365,0
4778,778,367,2
4779,1852,466,6
4780,1286,384,9
4781,1011,364,0
4782,583,370,5
4783,1630,375,1
4784,778,366,2
4785,1851,465,6
4786,1286,384,9
4787,1010,364,0
4788,1631,375,1
4789,583,370,5
4790,778,366,2
4791,1851,466,6
4792,1286,384,9
4793,1010,364,0
4794,582,370,5
4795,1631,375,1
4796,778,366,2
4797,1851,467,6
4798,1286,384,9
4799,1011,364,0
4800,583,370,5
4801,1631,375,1
4802,778,367,2
4803,1850,467,6
4804,1286,384,9
4805,1011,365,0
4806,1631,376,1
4807,583,371,5
4808,778,367,2
4809,1851,468,6
4810,1286,384,9
4811,1011,365,0
4812,1631,377,1
4813,583,371,5
4814,778,367,2
4815,1851,469,6
4816,1285,385,9
4817,1011,365,0
4818,1631,376,1
4819,582,371,5
4820,778,367,2
4821,1851,466,6
4822,1286,385,9
4823,1011,366,0
4824,1631,376,1
4825,582,371,5
4826,779,367,2
4827,1851,467,6
4828,1287,385,9
4829,1631,376,1
4830,1011,366,0
4831,583,371,5
4832,779,368,2
4833,1851,470,6
4834,1286,385,9
4835,1011,365,0
4836,583,371,5
4837,1631,377,1
4838,780,367,2
4839,1851,467,6
4840,1285,385,9
4841,1011,366,0
4842,1631,377,1
4843,583,371,5
4844,778,367,2
4845,1851,466,6
4846,1287,385,9
4847,1631,377,1
4848,583,371,5
4849,1010,366,0
4850,778,367,2
4851,1851,467,6
4852,1286,385,9
4853,584,371,5
4854,1011,366,0
4855,1631,377,1
4856,779,368,2
4857,1851,468,6
4858,1287,386,9
4859,583,372,5
4860,1631,376,1
4861,1011,365,0
4862,779,368,2
4863,1286,386,9
4864,1851,469,6
4865,1631,377,1
4866,1011,366,0
4867,583,371,5
4868,779,368,2
4869,1852,468,6
4870,1287,386,9
4871,1630,377,1
4872,583,372,5
4873,1011,367,0
4874,778,368,2
4875,1851,469,6
4876,1286,387,9
4877,1631,377,1
4878,1011,367,0
4879,583,372,5
4880,778,369,2
4881,1850,467,6
4882,1286,386,9
4883,1631,377,1
4884,1011,367,0
4885,583,372,5
4886,779,369,2
4887,1850,468,6
4888,1287,387,9
4889,1631,377,1
4890,1011,366,0
4891,582,371,5
4892,780,369,2
4893,1287,386,9
4894,1851,482,6
4895,1631,377,1
4896,582,371,5
4897,779,369,2
4898,1011,369,0
4899,1287,386,9
4900,1850,485,6
4901,1631,376,1
4902,582,371,5
4903,779,368,2
4904,1011,366,0
4905,1851,487,6
4906,1287,385,9
4907,1631,376,1
4908,583,371,5
4909,779,369,2
4910,1011,374,0
4911,1851,489,6
4912,1286,385,9
4913,1631,375,1
4914,583,370,5
4915,779,368,2
4916,1011,377,0
4917,1851,487,6
4918,1285,384,9
4919,1630,375,1
4920,582,370,5
4921,1010,365,0
4922,778,368,2
4923,1286,384,9
4924,1850,467,6
4925,1630,375,1
4926,583,370,5
4927,779,369,2
4928,1010,368,0
4929,1850,484,6
4930,1285,384,9
4931,1630,375,1
4932,581,370,5
4933,778,366,2
4934,1285,384,9
4935,1010,378,0
4936,1850,486,6
4937,1630,374,1
4938,581,369,5
4939,1285,383,9
4940,1850,482,6
4941,1010,379,0
4942,777,367,2
4943,1631,373,1
4944,582,370,5
4945,1010,374,0
4946,1285,383,9
4947,778,364,2
4948,1850,475,6
4949,1630,374,1
4950,582,370,5
4951,1285,383,9
4952,1010,377,0
4953,1850,486,6
4954,777,365,2
4955,1630,374,1
4956,581,369,5
4957,1285,383,9
4958,1010,378,0
4959,778,368,2
4960,1850,465,6
4961,1630,374,1
4962,581,369,5
4963,1010,378,0
4964,778,365,2
4965,1285,383,9
4966,1849,467,6
4967,1629,374,1
4968,581,369,5
4969,778,365,2
4970,1010,366,0
4971,1285,384,9
4972,1849,467,6
4973,1630,374,1
4974,582,369,5
4975,778,366,2
4976,1010,370,0
4977,1849,465,6
4978,1284,383,9
4979,1629,375,1
4980,778,366,2
4981,582,370,5
4982,1011,367,0
4983,1285,384,9
4984,1849,466,6
4985,1630,376,1
4986,582,370,5
4987,1011,366,0
4988,778,367,2
4989,1285,384,9
4990,1849,468,6
4991,1630,376,1
4992,583,371,5
4993,779,366,2
4994,1010,367,0
4995,1849,469,6
4996,1285,385,9
4997,1631,375,1
4998,582,370,5
4999,1010,366,0
5000,778,366,2
5001,1849,468,6
5002,1284,384,9
5003,581,369,5
5004,1629,375,1
5005,1010,365,0
5006,778,365,2
5007,1284,384,9
5008,1849,467,6
5009,1628,374,1
5010,581,369,5
5011,1009,365,0
5012,1849,467,6
5013,777,365,2
5014,1284,383,9
5015,1629,374,1
5016,581,369,5
5017,778,364,2
5018,1009,365,0
5019,1849,466,6
5020,1284,383,9
5021,580,368,5
5022,1009,364,0
5023,1628,374,1
5024,778,365,2
5025,1849,466,6
5026,1284,383,9
5027,580,368,5
5028,1628,374,1
5029,1008,363,0
5030,778,364,2
5031,1849,466,6
5032,1284,383,9
5033,1630,375,1
5034,581,369,5
5035,1009,363,0
5036,1849,465,6
5037,778,364,2
5038,1284,383,9
5039,1630,374,1
5040,581,368,5
5041,1009,363,0
5042,778,364,2
5043,1284,383,9
5044,1849,466,6
5045,1628,373,1
5046,580,368,5
5047,1009,363,0
5048,1848,465,6
5049,776,363,2
5050,1283,382,9
5051,1627,374,1
5052,580,368,5
5053,1008,362,0
5054,1849,465,6
5055,777,363,2
5056,1284,383,9
5057,1629,374,1
5058,1009,362,0
5059,581,368,5
5060,1849,465,6
5061,776,364,2
5062,1283,382,9
5063,1630,374,1
5064,582,368,5
5065,1010,363,0
5066,1849,465,6
5067,1284,383,9
5068,777,364,2
5069,1630,373,1
5070,1010,363,0
5071,582,369,5
5072,778,364,2
5073,1849,464,6
5074,1285,382,9
5075,1631,373,1
5076,1010,362,0
5077,778,364,2
5078,582,369,5
5079,1285,383,9
5080,1851,465,6
5081,1631,374,1
5082,1010,363,0
5083,583,369,5
5084,778,365,2
5085,1850,465,6
5086,1286,383,9
5087,209,596,-1
5088,1631,374,1
5089,1010,364,0
5090,583,369,5
5091,778,366,2
5092,1285,383,9
5093,1851,465,6
5094,1011,364,0
5095,1631,374,1
5096,779,365,2
5097,580,369,5
5098,416,378,3
5099,1851,467,6
5100,1286,383,9
5101,1632,375,1
5102,1011,365,0
5103,582,370,5
5104,779,367,2
5105,420,378,3
5106,1851,468,6
5107,1287,384,9
5108,1632,376,1
5109,1011,366,0
5110,779,368,2
5111,581,371,5
5112,1287,385,9
5113,419,379,3
5114,1852,468,6
5115,1011,366,0
5116,1632,376,1
5117,780,368,2
5118,581,371,5
5119,1287,385,9
5120,1852,468,6
5121,419,379,3
5122,1011,366,0
5123,1632,376,1
5124,778,367,2
5125,581,371,5
5126,418,379,3
5127,1852,467,6
5128,1287,385,9
5129,1632,376,1
5130,1011,366,0
5131,780,368,2
5132,420,379,3
5133,581,371,5
5134,1852,468,6
5135,1287,385,9
5136,1632,376,1
5137,1011,366,0
5138,581,371,5
5139,779,367,2
5140,418,380,3
5141,1852,468,6
5142,1287,385,9
5143,1011,366,0
5144,1632,376,1
5145,581,371,5
5146,1287,385,9
5147,779,367,2
5148,418,379,3
5149,1852,467,6
5150,1011,365,0
5151,1631,376,1
5152,780,367,2
5153,581,371,5
5154,420,379,3
5155,1852,466,6
5156,1287,385,9
5157,1011,366,0
5158,1631,377,1
5159,779,367,2
5160,582,371,5
5161,1852,469,6
5162,419,380,3
5163,1287,385,9
5164,1631,377,1
5165,1011,367,0
5166,779,368,2
5167,582,372,5
5168,419,379,3
5169,1851,479,6
5170,1287,386,9
5171,1632,376,1
5172,1012,379,0
5173,779,370,2
5174,580,372,5
5175,421,379,3
5176,1851,479,6
5177,1287,385,9
5178,1631,376,1
5179,781,369,2
5180,1011,376,0
5181,581,372,5
5182,419,379,3
5183,1852,487,6
5184,1287,386,9
5185,1632,377,1
5186,1012,379,0
5187,780,370,2
5188,581,372,5
5189,419,379,3
5190,1852,489,6
5191,1287,386,9
5192,1632,376,1
5193,1012,381,0
5194,779,369,2
5195,581,372,5
5196,418,379,3
5197,1852,488,6
5198,1287,386,9
5199,1632,376,1
5200,1011,373,0
5201,780,369,2
5202,582,372,5
5203,418,379,3
5204,1852,487,6
5205,1287,385,9
5206,1631,376,1
5207,1011,380,0
5208,580,371,5
5209,779,368,2
5210,419,378,3
5211,1851,486,6
5212,1288,385,9
5213,1631,375,1
5214,1011,381,0
5215,779,367,2
5216,580,371,5
5217,419,378,3
5218,1851,487,6
5219,1287,384,9
5220,1631,375,1
5221,1011,380,0
5222,779,368,2
5223,581,372,5
5224,418,378,3
5225,1851,464,6
5226,1286,384,9
5227,1631,375,1
5228,1012,376,0
5229,778,367,2
5230,581,370,5
5231,420,377,3
5232,1851,470,6
5233,1286,384,9
5234,1631,375,1
5235,1012,379,0
5236,779,367,2
5237,580,371,5
5238,418,379,3
5239,1286,384,9
5240,1851,487,6
5241,1632,375,1
5242,779,367,2
5243,1012,379,0
5244,580,371,5
5245,1286,384,9
5246,418,379,3
5247,1851,486,6
5248,1012,368,0
5249,1631,375,1
5250,581,370,5
5251,778,367,2
5252,1286,384,9
5253,419,378,3
5254,1851,488,6
5255,1632,375,1
5256,580,370,5
5257,778,366,2
5258,1011,370,0
5259,1286,384,9
5260,419,377,3
5261,1851,465,6
5262,1631,374,1
5263,779,366,2
5264,580,370,5
5265,1011,370,0
5266,418,378,3
5267,1286,384,9
5268,1851,481,6
5269,1631,375,1
5270,1011,365,0
5271,779,367,2
5272,579,370,5
5273,418,378,3
5274,1851,467,6
5275,1285,385,9
5276,1631,375,1
5277,1011,374,0
5278,778,366,2
5279,580,370,5
5280,417,378,3
5281,1851,467,6
5282,1285,385,9
5283,1630,375,1
5284,1011,378,0
5285,580,370,5
5286,779,368,2
5287,418,378,3
5288,1285,384,9
5289,1851,487,6
5290,1631,376,1
5291,1011,377,0
5292,579,371,5
5293,778,367,2
5294,1850,492,6
5295,417,380,3
5296,1286,384,9
5297,1630,376,1
5298,1010,367,0
5299,579,370,5
5300,779,367,2
5301,1849,468,6
5302,1286,384,9
5303,418,380,3
5304,1630,375,1
5305,1010,364,0
5306,579,370,5
5307,778,366,2
5308,419,378,3
5309,1850,468,6
5310,1285,384,9
5311,1630,376,1
5312,1010,365,0
5313,578,370,5
5314,777,366,2
5315,1850,467,6
5316,417,377,3
5317,1285,384,9
5318,1629,376,1
5319,580,370,5
5320,777,366,2
5321,1010,367,0
5322,1850,468,6
5323,1285,384,9
5324,417,379,3
5325,1630,377,1
5326,777,367,2
5327,578,371,5
5328,1010,369,0
5329,418,378,3
5330,1285,385,9
5331,1850,470,6
5332,1010,366,0
5333,1630,377,1
5334,580,371,5
5335,779,367,2
5336,418,380,3
5337,1850,469,6
5338,1285,385,9
5339,1631,377,1
5340,779,367,2
5341,580,371,5
5342,1011,366,0
5343,420,379,3
5344,1286,385,9
5345,1850,468,6
5346,1631,376,1
5347,1011,366,0
5348,579,371,5
5349,778,367,2
5350,420,379,3
5351,1851,467,6
5352,1286,385,9
5353,1632,376,1
5354,779,367,2
5355,1011,366,0
5356,581,371,5
5357,422,379,3
5358,1850,466,6
5359,1286,385,9
5360,435,379,3
5361,1011,365,0
5362,1631,376,1
5363,778,366,2
5364,1286,384,9
5365,1851,467,6
5366,435,378,3
5367,1630,376,1
5368,1010,364,0
5369,778,365,2
5370,1850,466,6
5371,1285,384,9
5372,435,378,3
5373,1630,375,1
5374,1010,364,0
5375,777,365,2
5376,1851,464,6
5377,1285,384,9
5378,435,378,3
5379,1630,376,1
5380,1010,364,0
5381,778,365,2
5382,1850,465,6
5383,1285,384,9
5384,435,378,3
5385,1630,375,1
5386,1010,364,0
5387,778,365,2
5388,1285,383,9
5389,1850,465,6
5390,435,377,3
5391,1010,364,0
5392,1631,375,1
5393,778,365,2
5394,1851,465,6
5395,1285,384,9
5396,435,377,3
5397,1631,375,1
5398,1011,364,0
5399,778,365,2
5400,1285,384,9
5401,1851,466,6
5402,435,379,3
5403,1630,375,1
5404,1010,363,0
5405,778,366,2
5406,1849,465,6
5407,1285,383,9
5408,433,378,3
5409,1630,376,1
5410,1009,365,0
5411,780,366,2
5412,1849,468,6
5413,1284,384,9
5414,435,378,3
5415,1010,365,0
5416,1630,376,1
5417,778,366,2
5418,1849,466,6
5419,1285,385,9
5420,435,379,3
5421,778,367,2
5422,1010,365,0
5423,1630,376,1
5424,1285,385,9
5425,1849,466,6
5426,434,380,3
5427,1011,366,0
5428,778,367,2
5429,1631,377,1
5430,1287,387,9
5431,1849,468,6
5432,435,380,3
5433,1011,366,0
5434,779,369,2
5435,1631,377,1
5436,1286,388,9
5437,1850,470,6
5438,435,381,3
5439,1012,366,0
5440,1632,377,1
5441,778,368,2
5442,1850,468,6
5443,1287,387,9
5444,436,380,3
5445,1012,366,0
5446,1632,377,1
5447,779,367,2
5448,1850,469,6
5449,1286,386,9
5450,435,379,3
5451,1632,377,1
5452,1012,365,0
5453,779,367,2
5454,1850,469,6
5455,1285,386,9
5456,436,379,3
5457,1011,365,0
5458,1632,377,1
5459,778,366,2
5460,1286,385,9
5461,1850,467,6
5462,436,378,3
5463,1010,364,0
5464,1630,376,1
5465,779,366,2
5466,1286,384,9
5467,1851,465,6
5468,435,378,3
5469,1631,375,1
5470,1010,363,0
5471,1286,384,9
5472,779,365,2
5473,1851,466,6
5474,435,377,3
5475,1632,374,1
5476,1010,363,0
5477,778,365,2
5478,1850,465,6
5479,1286,383,9
5480,436,379,3
5481,1632,376,1
5482,1011,366,0
5483,778,367,2
5484,1851,467,6
5485,1287,385,9
5486,437,379,3
5487,1011,364,0
5488,779,366,2
5489,1286,385,9
5490,1632,375,1
5491,1852,465,6
5492,437,379,3
5493,1632,376,1
5494,1011,366,0
5495,779,367,2
5496,1287,385,9
5497,1851,466,6
5498,437,379,3
5499,1011,365,0
5500,779,367,2
5501,1287,385,9
5502,1632,376,1
5503,1851,465,6
5504,436,379,3
5505,1011,365,0
5506,779,366,2
5507,1632,376,1
5508,1288,385,9
5509,1852,467,6
5510,437,380,3
5511,1632,376,1
5512,1011,365,0
5513,779,367,2
5514,1287,385,9
5515,1852,466,6
5516,437,380,3
5517,1011,366,0
5518,1632,376,1
5519,779,367,2
5520,1287,385,9
5521,1852,466,6
5522,437,379,3
5523,1632,376,1
5524,1011,365,0
5525,779,366,2
5526,1287,384,9
5527,1852,467,6
5528,437,380,3
5529,1011,365,0
5530,1632,375,1
5531,779,366,2
5532,1287,384,9
5533,1852,466,6
5534,437,379,3
5535,1632,376,1
5536,1011,366,0
5537,779,366,2
5538,1850,468,6
5539,1281,386,9
5540,1843,1023,-1
5541,437,379,3
5542,1632,376,1
5543,1011,365,0
5544,778,367,2
5545,1851,467,6
5546,1287,385,9
5547,437,378,3
5548,1019,366,0
5549,1632,376,1
5550,778,366,2
5551,1852,468,6
5552,437,379,3
5553,1020,366,0
5554,1632,375,1
5555,778,366,2
5556,1851,469,6
5557,1019,366,0
5558,436,380,3
5559,1631,376,1
5560,778,366,2
5561,1851,470,6
5562,436,379,3
5563,1019,365,0
5564,1631,375,1
5565,778,366,2
5566,1851,468,6
5567,437,379,3
5568,1019,366,0
5569,1631,376,1
5570,778,366,2
5571,1851,469,6
5572,436,379,3
5573,1019,366,0
5574,1632,376,1
5575,778,366,2
5576,1851,468,6
5577,437,379,3
5578,1019,366,0
5579,1631,376,1
5580,778,367,2
5581,436,380,3
5582,1019,366,0
5583,1631,377,1
5584,778,367,2
5585,1018,366,0
5586,436,379,3
5587,779,367,2
5588,436,379,3
5589,1019,366,0
5590,779,367,2
5591,1018,367,0
5592,435,381,3
5593,779,368,2
5594,1018,367,0
5595,436,381,3
5596,779,367,2
5597,436,382,3
5598,1018,368,0
5599,778,368,2
5600,1019,368,0
5601,779,370,2
5602,1019,368,0
5603,779,369,2
5604,1019,366,0
5605,1020,366,0
5606,1019,369,0
5607,737,896,-1
5608,98,374,4
5609,99,375,4
5610,99,375,4
5611,98,375,4
5612,99,375,4
5613,99,375,4
5614,99,374,4
5615,99,375,4
5616,98,375,4
5617,98,375,4
5618,98,374,4
5619,99,374,4
5620,99,374,4
5621,99,374,4
5622,98,373,4
5623,98,374,4
5624,99,374,4
5625,99,373,4
5626,99,373,4
5627,99,374,4
5628,99,374,4
5629,99,374,4
5630,99,374,4
5631,99,373,4
5632,98,375,4
5633,99,377,4
5634,99,379,4
5635,99,378,4
5636,99,378,4
5637,99,379,4
5638,99,380,4
5639,99,380,4
5640,99,379,4
5641,99,378,4
5642,99,376,4
5643,98,377,4
5644,99,379,4
5645,99,379,4
5646,99,378,4
5647,99,376,4
5648,99,376,4
5649,100,376,4
5650,100,375,4
5651,99,374,4
5652,99,375,4
5653,99,375,4
5654,99,375,4
5655,99,375,4
5656,98,374,4
5657,98,374,4
5658,99,374,4
5659,99,374,4
5660,98,374,4
5661,99,374,4
5662,278,170,-1
5663,99,374,4
5664,99,374,4
5665,99,374,4
5666,99,374,4
5667,991,414,0
5668,99,375,4
5669,1036,367,0
5670,99,374,4
5671,1036,369,0
5672,98,375,4
5673,1036,372,0
5674,99,377,4
5675,1036,373,0
5676,99,378,4
5677,1037,369,0
5678,100,377,4
5679,1036,369,0
5680,99,376,4
5681,1037,369,0
5682,99,376,4
5683,1037,374,0
5684,99,378,4
5685,629,549,-1
5686,1037,374,0
5687,99,379,4
5688,1038,372,0
5689,790,385,2
5690,99,379,4
5691,1037,371,0
5692,788,384,2
5693,100,377,4
5694,1037,375,0
5695,790,386,2
5696,99,379,4
5697,1038,376,0
5698,790,388,2
5699,99,380,4
5700,1038,377,0
5701,791,388,2
5702,99,380,4
5703,1038,373,0
5704,789,386,2
5705,99,379,4
5706,1037,371,0
5707,789,384,2
5708,100,377,4
5709,1037,370,0
5710,789,383,2
5711,99,377,4
5712,1037,369,0
5713,789,382,2
5714,99,376,4
5715,1037,369,0
5716,790,382,2
5717,100,376,4
5718,1037,368,0
5719,790,382,2
5720,99,377,4
5721,1036,369,0
5722,789,382,2
5723,99,374,4
5724,1037,374,0
5725,790,386,2
5726,99,378,4
5727,1038,375,0
5728,790,387,2
5729,99,379,4
5730,1038,373,0
5731,790,385,2
5732,99,378,4
5733,1038,369,0
5734,790,383,2
5735,100,376,4
5736,1037,368,0
5737,790,382,2
5738,99,376,4
5739,1037,369,0
5740,790,381,2
5741,100,374,4
5742,1037,367,0
5743,789,381,2
5744,99,373,4
5745,1037,368,0
5746,790,381,2
5747,99,373,4
5748,1037,366,0
5749,789,380,2
5750,99,373,4
5751,1037,367,0
5752,790,381,2
5753,99,375,4
5754,1037,367,0
5755,789,380,2
5756,99,373,4
5757,1037,367,0
5758,789,381,2
5759,99,375,4
5760,1037,366,0
5761,790,380,2
5762,99,374,4
5763,1037,366,0
5764,790,380,2
5765,99,373,4
5766,1036,367,0
5767,790,381,2
5768,99,373,4
5769,1036,365,0
5770,789,380,2
5771,99,373,4
5772,1036,368,0
5773,788,381,2
5774,99,373,4
5775,1036,367,0
5776,789,380,2
5777,99,373,4
5778,1036,367,0
5779,789,381,2
5780,99,374,4
5781,1036,368,0
5782,789,381,2
5783,98,374,4
5784,1037,370,0
5785,789,383,2
5786,98,375,4
5787,1037,374,0
5788,789,385,2
5789,99,377,4
5790,1037,375,0
5791,790,386,2
5792,99,378,4
5793,1037,372,0
5794,790,384,2
5795,99,376,4
5796,1037,369,0
5797,788,383,2
5798,99,375,4
5799,1036,369,0
5800,788,382,2
5801,99,375,4
5802,1036,368,0
5803,789,381,2
5804,98,374,4
5805,1036,368,0
5806,788,381,2
5807,98,374,4
5808,1036,368,0
5809,789,381,2
5810,99,374,4
5811,1036,367,0
5812,789,381,2
5813,99,374,4
5814,1036,368,0
5815,789,382,2
5816,99,375,4
5817,1036,368,0
5818,788,382,2
5819,98,375,4
5820,1037,371,0
5821,790,385,2
5822,98,377,4
5823,1037,374,0
5824,790,386,2
5825,99,379,4
5826,1037,374,0
5827,791,387,2
5828,99,379,4
5829,1037,373,0
5830,790,386,2
5831,99,379,4
5832,1037,372,0
5833,789,384,2
5834,99,377,4
5835,1036,370,0
5836,789,384,2
5837,99,377,4
5838,1037,370,0
5839,790,383,2
5840,99,377,4
5841,1037,368,0
5842,788,382,2
5843,99,375,4
5844,1037,368,0
5845,581,372,5
5846,788,382,2
5847,99,376,4
5848,1036,368,0
5849,788,382,2
5850,582,372,5
5851,99,375,4
5852,411,347,3
5853,1037,368,0
5854,789,382,2
5855,581,372,5
5856,99,375,4
5857,414,348,3
5858,1037,368,0
5859,789,381,2
5860,99,375,4
5861,581,371,5
5862,416,346,3
5863,1037,369,0
5864,789,382,2
5865,99,375,4
5866,581,372,5
5867,413,347,3
5868,1037,369,0
5869,788,382,2
5870,99,376,4
5871,582,372,5
5872,418,348,3
5873,1037,369,0
5874,789,383,2
5875,99,376,4
5876,418,348,3
5877,582,372,5
5878,1037,368,0
5879,789,382,2
5880,99,375,4
5881,582,372,5
5882,413,348,3
5883,1037,368,0
5884,789,382,2
5885,99,375,4
5886,582,371,5
5887,417,345,3
5888,1037,368,0
5889,788,382,2
5890,99,375,4
5891,582,371,5
5892,415,346,3
5893,1036,368,0
5894,789,382,2
5895,99,375,4
5896,582,372,5
5897,418,346,3
5898,1037,368,0
5899,790,381,2
5900,99,374,4
5901,418,345,3
5902,582,371,5
5903,1037,367,0
5904,790,381,2
5905,99,374,4
5906,581,370,5
5907,414,346,3
5908,1037,367,0
5909,790,381,2
5910,99,374,4
5911,581,370,5
5912,413,345,3
5913,1036,367,0
5914,789,381,2
5915,99,373,4
5916,581,371,5
5917,417,345,3
5918,1037,366,0
5919,789,381,2
5920,99,374,4
5921,581,370,5
5922,419,344,3
5923,1036,366,0
5924,789,380,2
5925,99,374,4
5926,581,370,5
5927,412,346,3
5928,1036,367,0
5929,790,381,2
5930,581,371,5
5931,99,374,4
5932,412,346,3
5933,1036,367,0
5934,790,382,2
5935,417,345,3
5936,581,371,5
5937,99,374,4
5938,1036,366,0
5939,790,381,2
5940,581,370,5
5941,99,374,4
5942,1036,366,0
5943,789,383,2
5944,581,371,5
5945,99,373,4
5946,1036,368,0
5947,789,382,2
5948,581,372,5
5949,99,375,4
5950,1036,365,0
5951,788,381,2
5952,581,370,5
5953,99,373,4
5954,1036,368,0
5955,789,382,2
5956,580,371,5
5957,99,375,4
5958,1036,366,0
5959,788,381,2
5960,581,370,5
5961,98,374,4
5962,1036,367,0
5963,789,381,2
5964,581,371,5
5965,99,375,4
5966,1036,367,0
5967,788,382,2
5968,580,371,5
5969,99,375,4
5970,1842,433,6
5971,1036,366,0
5972,789,381,2
5973,580,370,5
5974,99,374,4
5975,1843,432,6
5976,1036,367,0
5977,789,382,2
5978,581,371,5
5979,1842,430,6
5980,99,375,4
5981,1036,368,0
5982,788,382,2
5983,198,959,-1
5984,581,371,5
5985,99,374,4
5986,1843,431,6
5987,1036,368,0
5988,788,382,2
5989,581,371,5
5990,98,373,4
5991,1843,431,6
5992,1036,367,0
5993,788,382,2
5994,581,371,5
5995,99,375,4
5996,1843,431,6
5997,1036,367,0
5998,789,382,2
5999,99,374,4
6000,581,371,5
6001,1842,431,6
6002,1036,368,0
6003,581,371,5
6004,783,385,2
6005,99,374,4
6006,1842,430,6
6007,1037,368,0
6008,788,382,2
6009,581,371,5
6010,99,373,4
6011,1842,431,6
6012,1036,368,0
6013,789,382,2
6014,581,371,5
6015,1843,431,6
6016,99,374,4
6017,1036,368,0
6018,788,382,2
